example_index,path,total_steps_to_epsilon,total_loss_sum,final_loss,weight_distance,softmax_wasserstein,grad_mass_wasserstein,universal_difficulty_rank,global_linear_cka,init_highest_softmax_prob,init_target_softmax_prob,steps_to_correct
8430,/home/projects/bagon/shared/imagenet512/val/n04204238/ILSVRC2012_val_00002519.JPEG,829,746.2152328491211,0.0009899139404296875,0.05845761848872226,0.9949254017011337,0.0,42836,0.992191,0.11530295014381409,0.004081788472831249,112
8431,/home/projects/bagon/shared/imagenet512/val/n03530642/ILSVRC2012_val_00029028.JPEG,605,339.9746952056885,0.0009984970092773438,0.04377818704969306,0.9649801301049594,0.0,42837,0.993423,0.147825226187706,0.034016355872154236,88
8432,/home/projects/bagon/shared/imagenet512/val/n03498962/ILSVRC2012_val_00046192.JPEG,1375,1203.754822731018,0.0009937286376953125,0.09221490942599339,0.9928764235881052,0.0,42838,0.985538,0.18952539563179016,0.00612774770706892,181
8433,/home/projects/bagon/shared/imagenet512/val/n03249569/ILSVRC2012_val_00006936.JPEG,627,148.30618286132812,0.0009937286376953125,0.04164250112503444,0.8633826325038656,0.0,42839,0.997017,0.1356169879436493,0.1356169879436493,0
8434,/home/projects/bagon/shared/imagenet512/val/n04590129/ILSVRC2012_val_00023987.JPEG,628,291.6105661392212,0.000995635986328125,0.047110914947303704,0.9555502390115429,0.0,42841,0.992270,0.4519450068473816,0.04345042258501053,79
8435,/home/projects/bagon/shared/imagenet512/val/n04356056/ILSVRC2012_val_00030640.JPEG,1554,662.7350559234619,0.0009918212890625,0.07866177447253918,0.991363177011642,0.0,42842,0.983441,0.49194127321243286,0.00763806514441967,166
8436,/home/projects/bagon/shared/imagenet512/val/n03424325/ILSVRC2012_val_00034204.JPEG,631,83.65396308898926,0.0009975433349609375,0.04072963003020306,0.7192477448522921,0.0,42843,0.996460,0.3608747124671936,0.27975231409072876,13
8437,/home/projects/bagon/shared/imagenet512/val/n04008634/ILSVRC2012_val_00018586.JPEG,1514,371.6408519744873,0.0009927749633789062,0.08209667685907285,0.9558000887159821,0.0,42844,0.991437,0.4289570152759552,0.04320264607667923,75
8438,/home/projects/bagon/shared/imagenet512/val/n07932039/ILSVRC2012_val_00046179.JPEG,890,1057.9888381958008,0.0009889602661132812,0.06731617101829615,0.9966763594154028,0.0,42846,0.994187,0.37685367465019226,0.002333518350496888,230
8439,/home/projects/bagon/shared/imagenet512/val/n02091032/ILSVRC2012_val_00020613.JPEG,710,186.42848682403564,0.0009927749633789062,0.044210623307049855,0.9214344981555478,0.0,42847,0.994316,0.3231978416442871,0.07757072895765305,46
