example_index,path,total_steps_to_epsilon,total_loss_sum,final_loss,weight_distance,softmax_wasserstein,grad_mass_wasserstein,universal_difficulty_rank,global_linear_cka
0,/home/projects/bagon/shared/imagenet512/val/n02108915/ILSVRC2012_val_00013748.JPEG,1061,34.7156982421875,0.0009765625,0.10422417625319132,0.5984012574331095,0.1837076871514937,21127,0.7192785141948956
1,/home/projects/bagon/shared/imagenet512/val/n01950731/ILSVRC2012_val_00034463.JPEG,567,25.852073669433594,0.00098419189453125,0.08394090523923463,0.6449536249619293,0.16775101529516007,21346,0.8108534418724834
2,/home/projects/bagon/shared/imagenet512/val/n04009552/ILSVRC2012_val_00007704.JPEG,462,41.193397521972656,0.00099945068359375,0.06340039031581243,0.8677064332385812,0.21708194875007192,21360,0.8997947048545492
3,/home/projects/bagon/shared/imagenet512/val/n01829413/ILSVRC2012_val_00035047.JPEG,609,19.513702392578125,0.00099945068359375,0.08254549882994902,0.5944417810212845,0.26692792588777714,21466,0.8213575337824872
4,/home/projects/bagon/shared/imagenet512/val/n01774384/ILSVRC2012_val_00017682.JPEG,796,19.378738403320312,0.00096893310546875,0.09673747962480161,0.5805502926922596,0.23267850258639328,21869,0.8374955607263839
5,/home/projects/bagon/shared/imagenet512/val/n02088632/ILSVRC2012_val_00018028.JPEG,710,21.828323364257812,0.00099945068359375,0.07936866214884306,0.644792244019414,0.21757621491819218,21902,0.7973739827656033
6,/home/projects/bagon/shared/imagenet512/val/n01698640/ILSVRC2012_val_00049333.JPEG,590,26.683868408203125,0.00096893310546875,0.08791625737220993,0.6385426225466158,0.11679328257020283,22299,0.8713099838589669
7,/home/projects/bagon/shared/imagenet512/val/n02799071/ILSVRC2012_val_00019591.JPEG,1344,70.49041748046875,0.0009765625,0.1708810904094154,0.6869461510020745,0.17740374567524647,22443,0.7715907182811853
8,/home/projects/bagon/shared/imagenet512/val/n02231487/ILSVRC2012_val_00009912.JPEG,739,45.06145477294922,0.000946044921875,0.08532246048770556,0.76638057082643,0.2200690084214642,22938,0.7972444458186506
9,/home/projects/bagon/shared/imagenet512/val/n02093859/ILSVRC2012_val_00014809.JPEG,1084,43.11680603027344,0.00098419189453125,0.11242598433147241,0.7121837351465923,0.221667430083355,23004,0.8281808361856925
10,/home/projects/bagon/shared/imagenet512/val/n01685808/ILSVRC2012_val_00029336.JPEG,724,81.77161407470703,0.00099945068359375,0.1079081342311553,0.9307391640448218,0.13970284862456323,23193,0.8459803724360153
11,/home/projects/bagon/shared/imagenet512/val/n03706229/ILSVRC2012_val_00018668.JPEG,633,18.335708618164062,0.00099945068359375,0.07773032960042729,0.6500636993131945,0.2563423191232246,23240,0.8602701999019479
12,/home/projects/bagon/shared/imagenet512/val/n04515003/ILSVRC2012_val_00028612.JPEG,723,26.497726440429688,0.00099945068359375,0.09082784022971606,0.6452048522293842,0.1847686254099979,23324,0.7925287434379175
13,/home/projects/bagon/shared/imagenet512/val/n03535780/ILSVRC2012_val_00042259.JPEG,1948,121.98260498046875,0.00099945068359375,0.13640832081852275,0.7857070177053236,0.017733368775495806,23391,0.8747985033906103
14,/home/projects/bagon/shared/imagenet512/val/n02481823/ILSVRC2012_val_00000974.JPEG,448,25.130325317382812,0.00099945068359375,0.0682151754095538,0.5804939310420706,0.12359193018422804,23606,0.8349050746622361
15,/home/projects/bagon/shared/imagenet512/val/n02782093/ILSVRC2012_val_00027395.JPEG,651,29.8240966796875,0.0009918212890625,0.08936983037034117,0.752559267006764,0.3124840203229937,23768,0.8218543388479825
16,/home/projects/bagon/shared/imagenet512/val/n01616318/ILSVRC2012_val_00006250.JPEG,589,39.33556365966797,0.00099945068359375,0.08052181679813142,0.8878382091390473,0.12465472632046187,23942,0.7918781006820501
17,/home/projects/bagon/shared/imagenet512/val/n03891332/ILSVRC2012_val_00000201.JPEG,546,30.525341033935547,0.000965118408203125,0.07806363767459133,0.7081709471572974,0.16278598645297,24293,0.8411907740290472
18,/home/projects/bagon/shared/imagenet512/val/n01744401/ILSVRC2012_val_00009890.JPEG,886,49.104286193847656,0.0009613037109375,0.11630020305506533,0.8423293751091915,0.2753601725386023,24315,0.8040133318821759
19,/home/projects/bagon/shared/imagenet512/val/n03325584/ILSVRC2012_val_00007857.JPEG,636,31.822166442871094,0.000946044921875,0.08498931811532627,0.6836674463208074,0.0049364691490103585,24654,0.9005256490622386
20,/home/projects/bagon/shared/imagenet512/val/n02786058/ILSVRC2012_val_00015343.JPEG,436,6.449180603027344,0.0009918212890625,0.05078550292609391,0.31179064491640934,0.18543545965194194,24755,0.8684188417297986
21,/home/projects/bagon/shared/imagenet512/val/n03388043/ILSVRC2012_val_00042067.JPEG,445,52.11177062988281,0.0009765625,0.07295770948384234,0.964922856025253,0.12440889696546004,24876,0.8144191699692419
22,/home/projects/bagon/shared/imagenet512/val/n03710721/ILSVRC2012_val_00026035.JPEG,1330,54.05646896362305,0.000965118408203125,0.10574728750624497,0.7051144478570862,0.1715272941947723,24971,0.7388591076059366
23,/home/projects/bagon/shared/imagenet512/val/n02100877/ILSVRC2012_val_00023533.JPEG,762,21.923110961914062,0.0009918212890625,0.08796679827053076,0.7378734866418442,0.2850871990174326,25039,0.8370884539747593
24,/home/projects/bagon/shared/imagenet512/val/n03376595/ILSVRC2012_val_00012771.JPEG,760,66.97911834716797,0.0009613037109375,0.10769471121161203,0.9135817232892292,0.11327253009720534,25243,0.8476651330868241
25,/home/projects/bagon/shared/imagenet512/val/n02095570/ILSVRC2012_val_00023407.JPEG,1149,74.33563232421875,0.00099945068359375,0.11631212600921524,0.8480202736610964,0.28662637705501487,25430,0.8060988015422708
26,/home/projects/bagon/shared/imagenet512/val/n02397096/ILSVRC2012_val_00001712.JPEG,505,64.67192077636719,0.00098419189453125,0.0742619040721335,0.9809346701272575,0.17847419086773864,25488,0.850865329436213
27,/home/projects/bagon/shared/imagenet512/val/n02127052/ILSVRC2012_val_00017717.JPEG,809,87.63514709472656,0.00099945068359375,0.0857747191693474,0.9826948727123804,0.20247551442958117,25663,0.7900857951456134
28,/home/projects/bagon/shared/imagenet512/val/n04004767/ILSVRC2012_val_00048309.JPEG,692,23.699462890625,0.0009918212890625,0.07813593384007542,0.8030017952104869,0.3165855289803119,26018,0.8712849978781926
29,/home/projects/bagon/shared/imagenet512/val/n03207743/ILSVRC2012_val_00019493.JPEG,804,26.924819946289062,0.00098419189453125,0.10533126404437589,0.498908950104897,0.2225702480125237,26218,0.8318759036882746
30,/home/projects/bagon/shared/imagenet512/val/n04228054/ILSVRC2012_val_00006208.JPEG,490,39.34996795654297,0.0009918212890625,0.07043410239118948,0.845294458970587,0.23223864821628482,26377,0.8710025875727906
31,/home/projects/bagon/shared/imagenet512/val/n02871525/ILSVRC2012_val_00008560.JPEG,932,81.69227600097656,0.00098419189453125,0.1371860623137899,0.7518557494969944,0.25279973698268365,26436,0.8224528017839859
32,/home/projects/bagon/shared/imagenet512/val/n03100240/ILSVRC2012_val_00026398.JPEG,1195,157.14603424072266,0.00099945068359375,0.17658952978666345,0.9407979411529198,0.2863347397143081,26833,0.809124889676151
33,/home/projects/bagon/shared/imagenet512/val/n01755581/ILSVRC2012_val_00004448.JPEG,540,32.95520782470703,0.00099945068359375,0.07138653231108019,0.8909351355918895,0.16343665446058256,27165,0.7995381131794793
34,/home/projects/bagon/shared/imagenet512/val/n02095314/ILSVRC2012_val_00047109.JPEG,1135,103.06825256347656,0.00099945068359375,0.12650905345927552,0.9630002657338059,0.23793703168969643,27173,0.7725159263081682
35,/home/projects/bagon/shared/imagenet512/val/n02097658/ILSVRC2012_val_00049653.JPEG,961,59.825843811035156,0.00099945068359375,0.10833068624641531,0.9534223431580294,0.26465343588065987,27329,0.8379414961988675
36,/home/projects/bagon/shared/imagenet512/val/n04033901/ILSVRC2012_val_00023962.JPEG,440,131.2580108642578,0.0009765625,0.07205899967029228,0.9814994138568601,0.15818050234466252,28248,0.9186485878172631
37,/home/projects/bagon/shared/imagenet512/val/n04465501/ILSVRC2012_val_00025153.JPEG,1415,69.90544128417969,0.00099945068359375,0.12344789794002074,0.6751831272127785,0.16059371693056784,28268,0.8045984251407924
38,/home/projects/bagon/shared/imagenet512/val/n02229544/ILSVRC2012_val_00037356.JPEG,1453,93.65103912353516,0.0009918212890625,0.14823476438347477,0.9464730595909125,0.18458872928590667,28478,0.7766786198995219
39,/home/projects/bagon/shared/imagenet512/val/n03388549/ILSVRC2012_val_00002945.JPEG,718,42.649497985839844,0.0009918212890625,0.09596340092348617,0.9115040766229241,0.17864966678432082,28724,0.8473385882806529
40,/home/projects/bagon/shared/imagenet512/val/n02965783/ILSVRC2012_val_00009137.JPEG,554,12.116493225097656,0.0009918212890625,0.07167054613421005,0.409947878848439,0.13040373315553694,28912,0.8821038042258463
41,/home/projects/bagon/shared/imagenet512/val/n02403003/ILSVRC2012_val_00038286.JPEG,864,55.350181579589844,0.0009918212890625,0.11877770269329982,0.7050352257998084,0.1103982029112332,29054,0.7344016071734083
42,/home/projects/bagon/shared/imagenet512/val/n07920052/ILSVRC2012_val_00016234.JPEG,1184,97.6618881225586,0.0009918212890625,0.13260642521315819,0.9566977264363137,0.23705268015678488,29278,0.8104560738663092
43,/home/projects/bagon/shared/imagenet512/val/n04154565/ILSVRC2012_val_00022481.JPEG,962,226.97015380859375,0.0009918212890625,0.11596242970862378,0.9811163961670677,0.21388884334790143,29334,0.863559299651017
44,/home/projects/bagon/shared/imagenet512/val/n02823428/ILSVRC2012_val_00009225.JPEG,1124,41.290748596191406,0.0009613037109375,0.12423456046286864,0.6861288555127597,0.1836092257834854,29367,0.8187942672659073
45,/home/projects/bagon/shared/imagenet512/val/n02859443/ILSVRC2012_val_00045203.JPEG,1199,62.8480224609375,0.0009918212890625,0.1258719616098727,0.8797604244413486,0.3931469908576191,29557,0.7955630559634922
46,/home/projects/bagon/shared/imagenet512/val/n04259630/ILSVRC2012_val_00045907.JPEG,736,19.829078674316406,0.0009765625,0.09237471669827121,0.4191315290464857,0.16422959258535474,29946,0.8401931873644847
47,/home/projects/bagon/shared/imagenet512/val/n02484975/ILSVRC2012_val_00025604.JPEG,977,31.222610473632812,0.00099945068359375,0.10752454952268603,0.7238810504473369,0.19447306907291273,30027,0.7956635582434299
48,/home/projects/bagon/shared/imagenet512/val/n03063689/ILSVRC2012_val_00012391.JPEG,1288,200.5486297607422,0.00099945068359375,0.1643805195521068,0.9794238863678987,0.20599457334848154,30071,0.7097671134262754
49,/home/projects/bagon/shared/imagenet512/val/n02102973/ILSVRC2012_val_00047150.JPEG,1344,65.78245162963867,0.000965118408203125,0.1205123882065306,0.8884609685075611,0.2130588361101881,30526,0.7521568193515774
50,/home/projects/bagon/shared/imagenet512/val/n01985128/ILSVRC2012_val_00046274.JPEG,890,171.8592529296875,0.00099945068359375,0.1141088917688991,0.9896970658925044,0.12869010356267835,30765,0.8429198519502462
51,/home/projects/bagon/shared/imagenet512/val/n02165456/ILSVRC2012_val_00038463.JPEG,782,90.11675262451172,0.00099945068359375,0.0991034038394634,0.9716712380790316,0.28299357722066787,30981,0.8480180934534562
52,/home/projects/bagon/shared/imagenet512/val/n02105412/ILSVRC2012_val_00037290.JPEG,625,33.65149688720703,0.0009765625,0.09791130039097383,0.5709594273955471,0.16100194793680367,31245,0.8467757521860787
53,/home/projects/bagon/shared/imagenet512/val/n01728920/ILSVRC2012_val_00041379.JPEG,1641,288.9677963256836,0.0009918212890625,0.12034966248033374,0.996911135266962,0.16760608987733017,31268,0.8828410822435269
54,/home/projects/bagon/shared/imagenet512/val/n02236044/ILSVRC2012_val_00035261.JPEG,660,80.47246551513672,0.00098419189453125,0.08042745113828212,0.984753176521239,0.24857411610288416,31538,0.8117524844849873
