example_index,path,total_steps_to_epsilon,total_loss_sum,final_loss,weight_distance,universal_difficulty_rank
911,/home/projects/bagon/shared/imagenet512/val/n07693725/ILSVRC2012_val_00043931.JPEG,203,109.59637355804443,0.0009927749633789062,0.09077809393623776,44462
77,/home/projects/bagon/shared/imagenet512/val/n01616318/ILSVRC2012_val_00020743.JPEG,310,13.388317108154297,0.000995635986328125,0.0836272133263511,34360
912,/home/projects/bagon/shared/imagenet512/val/n09332890/ILSVRC2012_val_00011436.JPEG,362,174.4978609085083,0.0009937286376953125,0.11010007571227091,44463
913,/home/projects/bagon/shared/imagenet512/val/n02978881/ILSVRC2012_val_00027004.JPEG,185,44.583556175231934,0.0009975433349609375,0.07873796751576062,44483
78,/home/projects/bagon/shared/imagenet512/val/n07871810/ILSVRC2012_val_00019792.JPEG,427,21.08732032775879,0.0009975433349609375,0.10058015944920132,34411
914,/home/projects/bagon/shared/imagenet512/val/n03692522/ILSVRC2012_val_00046725.JPEG,183,335.1234998703003,0.0009870529174804688,0.08882769031274736,44494
79,/home/projects/bagon/shared/imagenet512/val/n02804610/ILSVRC2012_val_00030587.JPEG,456,34.877074241638184,0.0009984970092773438,0.10599841708797196,34535
915,/home/projects/bagon/shared/imagenet512/val/n02085782/ILSVRC2012_val_00010516.JPEG,646,105.13726902008057,0.0009927749633789062,0.1198565646904646,44505
80,/home/projects/bagon/shared/imagenet512/val/n02113712/ILSVRC2012_val_00008018.JPEG,759,79.1888074874878,0.0009965896606445312,0.1482968613359348,34557
81,/home/projects/bagon/shared/imagenet512/val/n03967562/ILSVRC2012_val_00019662.JPEG,104,24.788758277893066,0.0009908676147460938,0.043256364758351346,34670
916,/home/projects/bagon/shared/imagenet512/val/n13133613/ILSVRC2012_val_00043235.JPEG,664,83.18323516845703,0.0009908676147460938,0.1525435158181206,44506
82,/home/projects/bagon/shared/imagenet512/val/n01644373/ILSVRC2012_val_00023855.JPEG,503,54.747653007507324,0.0009975433349609375,0.12490845304990296,34682
917,/home/projects/bagon/shared/imagenet512/val/n04081281/ILSVRC2012_val_00028580.JPEG,477,199.20739555358887,0.0009965896606445312,0.1338519280199889,44521
83,/home/projects/bagon/shared/imagenet512/val/n04252225/ILSVRC2012_val_00031447.JPEG,347,51.39117622375488,0.0009984970092773438,0.08501118891695245,34751
918,/home/projects/bagon/shared/imagenet512/val/n01860187/ILSVRC2012_val_00045505.JPEG,352,432.44287109375,0.0009946823120117188,0.13574388477567742,44538
84,/home/projects/bagon/shared/imagenet512/val/n03584829/ILSVRC2012_val_00047570.JPEG,201,100.52991008758545,0.000995635986328125,0.0599853337335731,34759
919,/home/projects/bagon/shared/imagenet512/val/n07718472/ILSVRC2012_val_00017427.JPEG,614,84.75403690338135,0.0009975433349609375,0.11455028062610442,44556
920,/home/projects/bagon/shared/imagenet512/val/n04591157/ILSVRC2012_val_00000285.JPEG,508,83.3500108718872,0.0009937286376953125,0.13034855437336837,44563
921,/home/projects/bagon/shared/imagenet512/val/n02106662/ILSVRC2012_val_00011593.JPEG,212,39.32882595062256,0.0009984970092773438,0.07778409640268204,44571
922,/home/projects/bagon/shared/imagenet512/val/n03803284/ILSVRC2012_val_00019525.JPEG,172,152.0801076889038,0.00099945068359375,0.06728052459758412,44572
85,/home/projects/bagon/shared/imagenet512/val/n04356056/ILSVRC2012_val_00004692.JPEG,2058,1452.9896659851074,0.0009965896606445312,0.19897841948861694,34770
923,/home/projects/bagon/shared/imagenet512/val/n01756291/ILSVRC2012_val_00013418.JPEG,750,45.837199211120605,0.0009946823120117188,0.1582759678492597,44589
86,/home/projects/bagon/shared/imagenet512/val/n04141327/ILSVRC2012_val_00016635.JPEG,417,49.84933948516846,0.000995635986328125,0.06583776415961554,34875
924,/home/projects/bagon/shared/imagenet512/val/n03804744/ILSVRC2012_val_00039239.JPEG,251,108.09346008300781,0.0009937286376953125,0.08297397626510639,44591
