example_index,path,total_steps_to_epsilon,total_loss_sum,final_loss,weight_distance,softmax_wasserstein,grad_mass_wasserstein,universal_difficulty_rank,global_linear_cka,init_highest_softmax_prob,init_target_softmax_prob,steps_to_correct
10042,/home/projects/bagon/shared/imagenet512/val/n04033995/ILSVRC2012_val_00047408.JPEG,1101,374.255220413208,0.0009984970092773438,0.07220824972568578,0.9251156797500396,0.0,44899,0.998064,0.5967479348182678,0.07387989014387131,121
10043,/home/projects/bagon/shared/imagenet512/val/n02091032/ILSVRC2012_val_00019087.JPEG,1594,3949.0081281661987,0.00099945068359375,0.10780866056076364,0.9997129355044854,0.0,44900,0.992638,0.8350715637207031,8.056435945036355e-06,619
10044,/home/projects/bagon/shared/imagenet512/val/n03697007/ILSVRC2012_val_00034390.JPEG,948,916.9985656738281,0.000995635986328125,0.07033215882194903,0.9933762885168013,0.0,44901,0.997304,0.17242531478405,0.005627290811389685,190
10045,/home/projects/bagon/shared/imagenet512/val/n04465501/ILSVRC2012_val_00003326.JPEG,1431,885.8290119171143,0.0009927749633789062,0.09141336406493011,0.990932373469032,0.0,44902,0.998442,0.5367754101753235,0.008067387156188488,218
10046,/home/projects/bagon/shared/imagenet512/val/n04254777/ILSVRC2012_val_00028826.JPEG,1678,3826.303394317627,0.0009946823120117188,0.12188201005263956,0.9989112737361372,0.0,44903,0.993315,0.449998676776886,9.030446381075308e-05,674
10047,/home/projects/bagon/shared/imagenet512/val/n02676566/ILSVRC2012_val_00005850.JPEG,941,353.24903297424316,0.00099945068359375,0.06031065120805447,0.9555248947056978,0.0,44904,0.998652,0.06257225573062897,0.04347245767712593,54
10048,/home/projects/bagon/shared/imagenet512/val/n04371430/ILSVRC2012_val_00001918.JPEG,1446,408.8135004043579,0.0009918212890625,0.0872988924021589,0.8994903286583178,0.0,44905,0.998797,0.34206879138946533,0.09951286017894745,102
10049,/home/projects/bagon/shared/imagenet512/val/n03895866/ILSVRC2012_val_00010334.JPEG,696,205.7566032409668,0.0009927749633789062,0.05171701761144054,0.8613647325105523,0.0,44906,0.999112,0.8604974746704102,0.13764138519763947,117
10050,/home/projects/bagon/shared/imagenet512/val/n04074963/ILSVRC2012_val_00022614.JPEG,1402,1673.759804725647,0.0009946823120117188,0.10308778581815733,0.9938455705685092,0.0,44907,0.996476,0.2624298632144928,0.005157577805221081,376
10051,/home/projects/bagon/shared/imagenet512/val/n03980874/ILSVRC2012_val_00004159.JPEG,1218,188.57315349578857,0.000995635986328125,0.07433577004288684,0.7185150485870925,0.0,44908,0.998399,0.2804802656173706,0.2804802656173706,0
10052,/home/projects/bagon/shared/imagenet512/val/n02095570/ILSVRC2012_val_00036454.JPEG,1164,713.8877124786377,0.0009984970092773438,0.07925548813472784,0.9763845432077077,0.0,44909,0.998021,0.6342624425888062,0.022618332877755165,229
10053,/home/projects/bagon/shared/imagenet512/val/n04462240/ILSVRC2012_val_00017863.JPEG,1026,731.8233299255371,0.000995635986328125,0.07167736291440378,0.9882433941776847,0.0,44910,0.997423,0.48329392075538635,0.010757080279290676,195
10054,/home/projects/bagon/shared/imagenet512/val/n01756291/ILSVRC2012_val_00048299.JPEG,1430,124.1894941329956,0.0009965896606445312,0.07925312351573024,0.5422104087555079,0.0,44911,0.999042,0.456788033246994,0.456788033246994,0
10055,/home/projects/bagon/shared/imagenet512/val/n04591713/ILSVRC2012_val_00006632.JPEG,967,86.60330772399902,0.0009927749633789062,0.059717062437825194,0.5134493595864245,0.0,44912,0.999173,0.4855497479438782,0.4855497479438782,0
10056,/home/projects/bagon/shared/imagenet512/val/n04317175/ILSVRC2012_val_00032866.JPEG,838,733.2270841598511,0.0009889602661132812,0.06319617728189413,0.9887013712295438,0.0,44915,0.997305,0.37696823477745056,0.010299288667738438,204
10057,/home/projects/bagon/shared/imagenet512/val/n02823428/ILSVRC2012_val_00032799.JPEG,1802,862.9866247177124,0.0009889602661132812,0.10938484865122247,0.9716191451214626,0.0,44916,0.997357,0.42200419306755066,0.02738923393189907,245
10058,/home/projects/bagon/shared/imagenet512/val/n04141327/ILSVRC2012_val_00005711.JPEG,1609,1436.9943580627441,0.0009984970092773438,0.10584512090577186,0.9941918230795785,0.0,44917,0.996764,0.16118349134922028,0.004809398204088211,368
10059,/home/projects/bagon/shared/imagenet512/val/n02096177/ILSVRC2012_val_00006615.JPEG,1237,859.8258819580078,0.0009946823120117188,0.08717034468321892,0.9817224908727017,0.0,44918,0.996035,0.1439744234085083,0.017283523455262184,189
10060,/home/projects/bagon/shared/imagenet512/val/n07614500/ILSVRC2012_val_00008264.JPEG,1287,702.6371936798096,0.0009908676147460938,0.08675028010216788,0.9693427246433703,0.0,44920,0.998032,0.4434690773487091,0.029664482921361923,177
10061,/home/projects/bagon/shared/imagenet512/val/n03637318/ILSVRC2012_val_00018140.JPEG,1560,172.070143699646,0.0009860992431640625,0.08618312940929176,0.6231042242676695,0.0,44921,0.999363,0.614564061164856,0.375901997089386,70
10062,/home/projects/bagon/shared/imagenet512/val/n03670208/ILSVRC2012_val_00000185.JPEG,840,281.13576889038086,0.000988006591796875,0.05931783980453431,0.897893415412282,0.0,44922,0.999181,0.23474723100662231,0.10111461579799652,75
10063,/home/projects/bagon/shared/imagenet512/val/n03796401/ILSVRC2012_val_00038712.JPEG,737,99.6357192993164,0.0009870529174804688,0.05123923942830846,0.611859415063671,0.0,44923,0.999213,0.4148361384868622,0.3871372938156128,8
10064,/home/projects/bagon/shared/imagenet512/val/n02526121/ILSVRC2012_val_00036535.JPEG,1160,1781.1612462997437,0.0009984970092773438,0.08771753418821006,0.9978191331910036,0.0,44924,0.995621,0.4183655381202698,0.001177304657176137,376
10065,/home/projects/bagon/shared/imagenet512/val/n04350905/ILSVRC2012_val_00001133.JPEG,1739,2297.2768001556396,0.000995635986328125,0.11880760604287223,0.9978457313746195,0.0,44925,0.995838,0.3907727003097534,0.001155107980594039,486
10066,/home/projects/bagon/shared/imagenet512/val/n03995372/ILSVRC2012_val_00040657.JPEG,936,522.4470310211182,0.0009937286376953125,0.06675143751268003,0.9691463178562111,0.0,44926,0.998551,0.3504096269607544,0.029860028997063637,139
10067,/home/projects/bagon/shared/imagenet512/val/n04239074/ILSVRC2012_val_00006127.JPEG,1261,764.6026048660278,0.0009899139404296875,0.07930788373487474,0.9869403237757906,0.0,44927,0.995889,0.859883725643158,0.012056240811944008,239
10068,/home/projects/bagon/shared/imagenet512/val/n02676566/ILSVRC2012_val_00043972.JPEG,959,312.74821853637695,0.0009984970092773438,0.06783451830168802,0.8788305805184399,0.0,44928,0.998704,0.4321322739124298,0.12015614658594131,107
10069,/home/projects/bagon/shared/imagenet512/val/n03223299/ILSVRC2012_val_00035550.JPEG,1101,1457.842128753662,0.0009937286376953125,0.08154858061486328,0.9970319248605588,0.0,44930,0.995765,0.3606061637401581,0.0020604063756763935,356
